freq,psd_x,psd_y,psd_z,psd_xyz
110.2,1.804e+05,9.370e+03,1.185e+03,1.909e+05
111.7,1.898e+05,1.501e+04,1.450e+03,2.062e+05
113.3,2.057e+05,2.081e+04,1.945e+03,2.284e+05
114.8,2.551e+05,2.988e+04,2.931e+03,2.879e+05
116.3,3.285e+05,4.182e+04,4.360e+03,3.747e+05
117.8,4.111e+05,5.346e+04,6.223e+03,4.708e+05
119.3,4.980e+05,6.398e+04,8.648e+03,5.706e+05
120.8,5.750e+05,7.259e+04,1.168e+04,6.593e+05
122.3,6.418e+05,8.003e+04,1.548e+04,7.373e+05
123.8,6.916e+05,8.718e+04,2.081e+04,7.996e+05
125.3,7.099e+05,9.883e+04,2.926e+04,8.380e+05
126.8,6.537e+05,1.204e+05,3.988e+04,8.140e+05
128.4,5.179e+05,1.572e+05,4.916e+04,7.242e+05
129.9,4.120e+05,2.009e+05,5.146e+04,6.643e+05
131.4,3.953e+05,2.051e+05,4.528e+04,6.456e+05
132.9,4.169e+05,1.811e+05,3.691e+04,6.349e+05
134.4,4.590e+05,1.605e+05,3.083e+04,6.504e+05
135.9,4.919e+05,1.399e+05,2.540e+04,6.571e+05
137.4,5.040e+05,1.199e+05,2.052e+04,6.445e+05
138.9,4.954e+05,1.009e+05,1.681e+04,6.132e+05
140.4,4.713e+05,8.406e+04,1.387e+04,5.692e+05
141.9,4.469e+05,6.952e+04,1.138e+04,5.278e+05
143.5,4.272e+05,5.751e+04,9.375e+03,4.941e+05
145.0,4.040e+05,4.786e+04,7.963e+03,4.598e+05
146.5,3.774e+05,3.880e+04,7.176e+03,4.233e+05
148.0,3.635e+05,3.082e+04,6.904e+03,4.013e+05
149.5,3.706e+05,2.723e+04,7.120e+03,4.049e+05
151.0,3.718e+05,2.653e+04,7.375e+03,4.057e+05
152.5,3.566e+05,2.821e+04,8.038e+03,3.929e+05
154.0,2.982e+05,3.184e+04,9.569e+03,3.396e+05
155.5,1.994e+05,3.176e+04,1.098e+04,2.421e+05
157.0,1.178e+05,2.544e+04,1.048e+04,1.537e+05
158.6,6.589e+04,1.775e+04,8.538e+03,9.218e+04
160.1,4.062e+04,1.280e+04,7.072e+03,6.049e+04
161.6,3.867e+04,1.010e+04,6.300e+03,5.506e+04
163.1,4.017e+04,8.422e+03,5.766e+03,5.436e+04
164.6,4.266e+04,7.057e+03,5.379e+03,5.510e+04
166.1,4.479e+04,5.941e+03,4.940e+03,5.567e+04
167.6,4.560e+04,5.040e+03,4.539e+03,5.518e+04
169.1,4.642e+04,4.318e+03,4.286e+03,5.503e+04
170.6,4.643e+04,3.730e+03,4.048e+03,5.420e+04
172.1,4.577e+04,3.271e+03,3.837e+03,5.287e+04
173.7,4.388e+04,2.867e+03,3.627e+03,5.038e+04
175.2,4.183e+04,2.542e+03,3.401e+03,4.777e+04
176.7,3.972e+04,2.251e+03,3.178e+03,4.515e+04
178.2,3.754e+04,1.928e+03,2.935e+03,4.241e+04
179.7,3.595e+04,1.696e+03,2.808e+03,4.046e+04
181.2,3.556e+04,1.539e+03,2.806e+03,3.991e+04
182.7,3.605e+04,1.375e+03,2.816e+03,4.024e+04
184.2,3.746e+04,1.239e+03,2.845e+03,4.155e+04
185.7,3.906e+04,1.156e+03,2.889e+03,4.311e+04
187.3,4.038e+04,1.075e+03,2.944e+03,4.440e+04
188.8,4.176e+04,1.036e+03,3.007e+03,4.580e+04
190.3,4.207e+04,1.033e+03,3.057e+03,4.616e+04
191.8,4.024e+04,1.055e+03,3.076e+03,4.437e+04
193.3,3.865e+04,1.119e+03,3.144e+03,4.292e+04
194.8,3.653e+04,1.171e+03,3.175e+03,4.087e+04
196.3,3.432e+04,1.164e+03,3.132e+03,3.862e+04
197.8,2.476e+04,8.945e+02,2.368e+03,2.802e+04
199.3,2.017e+04,7.655e+02,2.008e+03,2.294e+04
